transcript,label
" And due to request to discontinue of the servicer delinquent account status, if you find the-",0
" If you want to be an error and would like to stop the interruptions, please press Warn to speak with them",0
 notifications and disconnections department for Jersey Central Power and Light.,0
 to rectify the issue and stop the interruption.,0
" and light, you have an automatic interruption of service in the next 30 to 45.",0
" In five minutes, due to request to discontinue a disservice or delinquent account status",0
" If you find this to be an error and would like to stop the interruption, please press more",0
 to speak with the notifications and disconnections department for Jersey Central Power.,0
 and light to rectify the issuance top the interruption. Again.,0
" This is the notifications department with Jersey Central Power and Light, you have...",0
" We have an automatic interruption of service in the next 30 to 45 minutes, due to",0
" If you request a discontinue of the servicer delinquent account status, if you find this to be",0
" If you are in error and would like to stop the interruption, please press 1 to speak with the note of",0
 and discussions in Disconnections Department for Jersey Central Power and Light to wreck.,0
" Justify the issuance, stop the interruption.",0
 This is the notifications department with church.,0
" With the central power and light, you have an automatic interruption of service in the next service.",0
" The party took 45 minutes, due to request to discontinue a disservice or delinquent account.",0
 If you find this to be an error and would like to stop the interruption,0
 Please press 1 to speak with the notifications and disconnections department for jures.,0
 central power and light to rectify the issue and stop the interruption.,0
" Again, this is the notifications department which yours the central power and",0
" In the next 30-45 minutes, you have an automatic interruption of service in the next 30-45 minutes.",0
" In this case, due to request to discontinue of the servicer delinquent account status, if you",0
" If you find this to be an error and would like to stop the interruption, please press Warn to-",0
 and speak with the notifications and disconnections department for Jersey Central Power and,0
" And like, to rectify the issue and stop the interruption.",0
 There was a purchase made of Apple AirPods and Apple Nexus Pro by you announcing to one thousand.,0
 $137.35 from Amazon.com,0
 If you have not made this transaction press want to speak to Amazon.,0
 FedEx International Express will inform you for the,0
 last time that you have a parcel that has been delivered twice and no one has signed for it.,0
" For English Inferies, please press 1 and Chinese Please Press 2.",0
"大家似乎快递最后一次通知名,有一个快见以派送两次。",0
"如希查及英文且案一,中文且案案",0
查及英文鐵案1 中文鐵案2,0
,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
"Hello,这里是UPS国际快递,你有意思。",0
"份國氣快遞即將退回,如有一問請按求,請按求由。",0
克服人員衛祕服務,0
"Hello,这里是UPS国际快递,你有",0
一份国际快地即将退回如有一问请按旧请按旧,0
由克服人員為你服務,0
" Hi, this is Sarah from Capital One.",0
" Bank calling about your existing credit card, capital 1 bank offering 0% interest rate on-",0
" your existing credit card to check your eligibility press 1 now, and if you don't respond capital 1-",0
" Bank will cancel this promotion, so please press 1 now to talk to representatives.",0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc,0
 Robot ready.,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
" Please say your name, the legal name of the entity responsible for the call, and your contact...",0
 I can address info number.,0
 We strongly recommend please do not access your account on your device for security.,0
" reason until your account will not get fixed. For more support, speak to-",0
 Amazon support team. Press 1.,0
 So now? Way Beau N'sten Hi-ya.,0
,0
もう一度、一度、フォンだって、もう一度、フォンだってフォンだって、フォンだって,0
,0
production 上元かアンobi は、関係焚 out,0
 I want,0
,0
" Oh no, you have done contact it for...",0
 The amount is on this call as it regard to authorize a payment of $299.,0
 We would like you to inform that there has been an order place for an apple I,0
 on 11 pro using your count. If you do not authorize.,0
" then press 1 to speak our representative, or press 2 to authorize.",0
 Thank you.,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 Hello. You have been contacted for...,0
 The Amazon this call is it regard to authorize a payment of $299.,0
 We would like you to inform that there has been an order place for an apple.,0
 on 11 pro using your count. If you do not toss your eyes.,0
 then press 1 to speak our representatives. Or press 2 to authorize.,0
 Thank you.,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
,0
,0
はい、もう一度、その後、全部のことが、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後、その後,0
,0
 had a,0
 Can't forget to send a link for my fraud spear dance with one. Thanks for watching please subscribe my channel,0
,0
" off the disjoint. Please press one to start your claim. Otherwise, press two to speak.",0
 with the building department.,0
 of $999. We would like to inform you that there is an order place,0
 for Apple iPhone 11 Pro using your Amazon account. If you do not authorize,0
 Press 1 or 2 to authorize the order.,0
 There is an order placed for Apple iPhone 11 Pro using your Amazon account.,0
" If you do not authorize this order, press 1 or 2 to authorize this order.",0
 Apple iPhone 11 Pro using your Amazon account. If you do not authorize this,0
 Press 1 or press 2 to authorize this order.,0
" or would like to stop the disjoint. Please press one to start your claim. Otherwise, press two.",0
 to speak with the billing department.,0
" Hello, this is Amazon. This call is to...",0
 authorize a payment of $999. We would like to inform you that there,0
 is an order placed for Apple iPhone 11 Pro using your Amazon account.,0
 You do not authorize this order. Press 1 or press 2 to authorize this order.,0
 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc 1 tbc,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 Robot ready.,0
,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
" Please say your name, the legal name of the entity responsible for the call and your",0
 and tag address and phone number.,0
" Hello, this is Amazon. This call is to authorize a",0
 payment of $999. We would like to inform you that there is an order,0
 For a place for Apple iPhone 11 Pro using your Amazon account.,0
 You do not authorize the sworders. Press 1 or press 2 to authorize the sworders.,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 Robot ready.,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
" Please say your name, the legal name of the entity responsible for the call and your",0
 can track the address and phone number.,0
" Hi, this is Daniel from Amazon Customer Service. We have noticed.",0
 some suspicious activity on your Amazon account of $149.90.,0
 on your card attached to your Amazon account. Press 1 to cancel and press 2 to talk with,0
 our customer representative. Thank you.,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 Robot ready.,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
" Please say your name, the legal name of your name.",0
 entity responsible for the call and your contact address and phone number.,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 Please say your name.,0
 The legal name of the entity responsible for the call and your contact address and phone number.,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
" Please say your name, the legal name of the entity responsible for the call, and your contact address.",0
 and phone number.,0
あ〜嬉しいな〜上に良い戦うラストブロードラストブロード今回ロストブロードはこのハバウクッ<|ps|>壊対のは緩曲敵等もコードの水元 seasonタイボックス,0
,0
故今 mode go 死 目 千射🥔🥔🥔🥔D,0
,0
,0
,0
" or would like to stop the disjoint. Please press one to start your claim. Otherwise, press two.",0
 to speak with the building department.,0
 $199. We would like to inform you that there is an order placed for.,0
 Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order.,0
" Press 1, 4, press 2 to authorize the order.",0
 FedEx International Express will inform you for the,0
 last time that you have a parcel that has been delivered twice and no one has signed for it.,0
" For English Inferies, please press 1 and Chinese please press 2.",0
"大家似乎快逼最后一次通知名,6一个快见以派送两次。",0
"如是查及英文且爱一,中文且爱爱",0
查詢英文鐵案1 中文鐵案2,0
,0
 FedEx International Express will inform you for the,0
 last time that you have a parcel that has been delivered twice and no one has signed for it.,0
" For English Inferies, please press 1 and Chinese please press 2.",0
"大家似乎快逼最后一次通知名,有一个快见以派送两次。",0
"如是查及英文鐵案一,中文鐵案案",0
"查及英文鐵案一,中文鐵案案。",0
,0
 FedEx International Express will inform you for the,0
 last time that you have a parcel that has been delivered twice and no one has signed for it.,0
" For English Inferies, please press 1 and Chinese Please Press 2.",0
"大家伺服器快逼最后一次通知名,有一个快件以派送两次。",0
"如是查及英文且案一,中文且案案",0
查詢英文鐵案1 中文鐵案2,0
,0
 FedEx International Express will inform you for the,0
 last time that you have a parcel that has been delivered twice and no one has signed for it.,0
" For English Inferies, please press 1 and Chinese Please Press 2.",0
"大家似乎快逼最后一次通知名,6一个快件以派送两次。",0
"如是茶廳院文潛愛衣,中文潛阿案",0
查詢英文鐵案1 中文鐵案2,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
" Hello, this call is to inform you that",0
 that a preauthorized order has been placed on your name. So to authorize,0
" or to talk to our representative, please press one or stay on the line.",0
 Thank you.,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 Goodbye.,0
" Hello, this call is doing formula",0
 that a preauthorized order has been placed on your name. So to authorize,0
" or to talk to our representative, please press one or stay on the line.",0
 Thank you.,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 Good Bye!,0
" Stop the disjoint. Please press one to start your claim. Otherwise, press two to...",0
 Speak with the Billing Department.,0
" to start your claim, otherwise, press 2 to speak with the billing department.",0
" Stop the disjoint. Please press one to start your claim. Otherwise, press two to speak.",0
 with the building department.,0
" would like to stop the disc joint. Please press one to start your claim. Otherwise, press",0
 to speak with the billing department.,0
 This is a message from the social,0
 security department. In order to inform you that we have found suspicious trail,0
 of information on your social security numbers and for the same your social security number we'll be getting,0
" suspended, to avoid any kind of legal consequences or a non-vailable arrest.",0
 You need to talk to the concerned officer immediately to connect the cold,0
" I repeat to avoid any kind of legal consequences, or a non-veilable arrest.",0
 You need to talk to the concerned officer immediately to connect the cold press.,0
 7.,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
,0
" Hi, I'm a robot.",0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
,0
" Please say your name, the legal name of the entity responsible for the",0
 call and your contact address and phone number.,0
,0
 Do you some suspicious activities related to your social security?,0
" number, we are forced to suspend your social security number.",0
 with immediate effect. In case you fill this is an error,0
 You may connect to the legal department of Social Security Administration.,0
 in order to connect a Social Security Administration officer.,0
 press one. In the case we did not hear from you.,0
 Your social will be blocked permanently. To connect now.,0
 press 1 and you will be automatically connected to the concerned,0
 Input Department Sm enem,0
 we would like to inform you that there is an order placed for Apple iPhone 11 Pro using,0
" your Amazon account. If you do not authorize this order, press 1 or press...",0
 to authorize this order.,0
" Hi, this is Caller from Amazon. We have noticed in a new...",0
 There is one pre-,0
 authorized order placed for Apple MacBook Pro and AirPods Pro for a total amount of 1000,0
" $499, it will be deducted from your account soon.",0
 reference ID number is 27369.,0
" Was this you? If you have not authorized this transaction, then...",0
 to speak to one of our customer care executives. Thank you.,0
 Highest call is from Amazon. We have noticed in a new...,0
 for different locations and devices. There is one three,0
 authorized order placed for Apple MacBook Pro and AirPods Pro for a total amount of 1000,0
" $499, it will be deducted from your account soon. Your RUN",0
 reference ID number is 27369,0
" Was this you? If you have not authorized this transaction, then...",0
 to speak to one of our customer care executives. Thank you.,0
" Hi, this is Callus from Amazon. We have noticed in a new...",0
 from four different locations and devices. There is one pre-,0
 authorized order placed for Apple MacBook Pro and AirPods Pro for a total amount of 1000,0
" $499, it will be deducted from your account soon. Your R-",0
 reference ID number is 27369,0
" Was this you? If you have not authorized this transaction, then...",0
 to speak to one of our customer care executives. Thank you.,0
" Hi, this is Callis from Amazon. We have noticed an unusual...",0
 There is one pre-,0
" authorized order placed for Apple MacBook Pro and AirPods Pro for a total amount of 1,000",0
" $499, it will be deducted from your account soon. Your R-",0
 reference ID number is 27369,0
" Was this you? If you have not authorized this transaction, then...",0
 to speak to one of our customer care executives. Thank you.,0
" Hi, this call is",0
 from the Department of U.S. Customs and Border Protection to notify you about a package under your name that has...,0
 been ceased due to suspicious and criminal activity. Serious allegations have been,0
" file the GENSTER name, due to which you will be taken into federal custody for further investigation.",0
" To seek to an officer for further assistance on your case, please press one.",0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
,0
" Hello, this is Officer Michael Brown from Social Security Adm-",0
 to inform you that due to some suspicious activities,0
" related to your Social Security number, we are forced to",0
 to suspend your social security number with immediate effect.,0
" In case you fill the citizen's an error, you may connect to the legal",0
 Department of Social Security Administration in order to connect,0
" a Social Security Administration Officer, press 1.",0
" In case we did not hear from you, your social will be blocked.",0
 permanently to connect now press 1.,0
 then you will be automatically connected to the concern department.,0
 koning in from air recorder.,0
 So sorry if you're busy. I just had some fantastic news. It looks like they're,0
 has been some significant changes to your federal student loan repayment options.,0
" It's really, really important so if you can give me a call back as soon as possible today.",0
 That would be great. My direct phone number is 714406.,0
" 464370. Again, that is 7144.",0
" Also, if you could have your reference number",0
 ready for me that would be awesome it would really help your reference number is,0
 209-07. Thank you. I look forward to speaking with you today.,0
就是街前要国际快避先后鱼,0
,0
,0
这是DHL国际快递最后鱼床区敏于战机,0
今日快見為什麼經過人間說價值分題請按 e,0
千萬站所有的利活,0
"这些地牢牆,国际太地,最后鱼",0
,0
,0
就是DHL国际开地最后有一枪机体育在一起,0
邀請校長要快ession貼向第一季感動,0
"隙、 einen角,游沼磁多少游一斗",0
这些街条国际开地最后鱼,0
,0
小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小小,0
这是DHL国际快递最后一汤区有一帮新,0
重要快,0
"去下胃尾,游战都拿和爐衣服",0
这些地HL国际开地最后鱼,0
,0
,0
是指揮戒備 be Erica最重要保健,0
重要快便ため高音声音随便韶�ish Diane Cure表媒《你不错》《你不看错話》《你不反覆的《你讀得求><》,0
ije kontroll 游战艇客户 丟石,0
这些地牢牢国际开地最后鱼,0
,0
,0
这是GHL国际开地最后一庞区有一阵区,0
新月天要快點快送 whoa人先生 小姐山卿小按照,0
看一下!旅行的皮骨先生都能敬早,0
謝謝DHL國際派避先後遺,0
,0
,0
就是DHL国际派避最后一庞区有一阵区,0
那ação要快点go to downtown车站的主持观看,0
梯囊浇游舊克服都已束,0
就是DHL国际开地最后鱼,0
,0
,0
这是最重要国际战略的先后移行局毋有帅战,0
您要快 burnout 快兴 predicted So十多uent  age,0
 crush球 有仁根克服或 byłomaso,0
再次也記得調國際開閉aperena,0
,0
,0
這是快了國際快遞すご魚香鰭好記憂率,0
チャンネル den,0
影片就到這eday 既行業,0
" Hello, this call is to inform you that",0
 that a pre-authorized order has been placed on your name. So to authorize,0
" or to talk to our representative, please press one or stay on the line.",0
 Thank you.,0
 1.5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg,0
 Goodbye.,0
 Bargo is unhold due to suspicious activities. If you did not apply to open a business,0
" that count with us, then press one, and speak with one of our representatives to report identity staff.",0
" But if you apply for it, then you are required to visit one of our nearest branches to complete the verify.",0
" I repeat, press one if you did not apply for it. Thank you.",0
 the recent order number 80969 which is built on your car to catch your Amazon account.,0
 The amount charged is $1399. We notice some,0
 suspicious activity on your account. To report the fraud department please press 0 now.,0
 or simply hang up the call to approve this transaction. Thank you.,0
" Okay, so Elizabeth's student advisor. My number is 8000-350.",0
 8220. I'm just giving you a call in regards to your school loans.,0
 Have you pre-qualified here for the updated forgiveness program and possibly even loaned it?,0
 charge. It is just imperative that we go over the details just as soon as possible because it does look,0
" like your status will expire soon, but I'll go ahead and keep this impending status for you for now.",0
 So I do hope to hear from you soon and have a great day. Two off-tabs. We'll decline the system.,0
 Please call 951-729-425,0
 muzzle,0
 Oh,0
 I grant for all of you.,0
,0
" Hi, this is Emma with the Processing Center. I was giving you a quick call.",0
" because I am reviewing your student loan profile. And as you know, there have been some",0
 big changes to the federal student loan programs recently. When you have a,0
 Give me a call back. I would like to discuss your possible options with you while the program is.,0
 and they're still available. It's urgent that you return my call prior to win payments.,0
 If you could please call me at 866-756-756.,0
 5-8-1-2-7-6 to complete your application and,0
" finalize your enrollment as soon as possible. Again, that's 866.",0
 7-5-8-1-2-7-6. Please have a seat.,0
 your reference number ready your reference number is SL.,0
 I look forward to hearing from you soon and I hope,0
 you have a great day.,0
" Hi, this is Emma with the Processing Center. I was giving you a quick call.",0
" because I am reviewing your student loan profile. And as you know, there have been some",0
" already big changes to the federal student loan programs recently. When you have them,",0
 moment. Give me a call back. I would like to discuss your possible options with you while the,0
 are still available. It's urgent that you return my call prior to win payment.,0
 If you could please call me at 866-756-756.,0
 5-8-1-2-7-6 to complete your application and,0
" finalize your enrollment as soon as possible. Again, that's 866.",0
 7-5-8-1-2-7-6. Please...,0
 have your reference number ready? Your reference number is SL.,0
 I look forward to hearing from you soon and I hope you're doing well.,0
 you have a great day.,0
" Hi, this is Emma with the Processing Center. I was giving you a quick call.",0
" because I am reviewing your student loan profile. And as you know, there have been some",0
 big changes to the federal student loan programs recently. When you have a,0
 Give me a call back. I would like to discuss your possible options with you while the program,0
 are still available. It's urgent that you return my call prior to Winfrey.,0
 If you could please call me at 866-745-645.,0
 5-8-1-2-7-6 to complete your application and,0
" finalize your enrollment as soon as possible. Again, that's 866.",0
 7-5-8-1-2-7-6. Please have a seat.,0
 your reference number ready your reference number is SL.,0
 I look forward to hearing from you soon and I hope you're doing well.,0
 you have a great day.,0
" Hi, this is Emma with the Processing Center. I was giving you a quick call.",0
" because I am reviewing your student loan profile. And as you know, there have been some",0
 pretty big changes to the federal student loan programs recently. When you have a,0
 moment give me a call back. I would like to discuss your possible options with you while the,0
 are still available. It's urgent that you return my call prior to when payment.,0
 if you could please call me at 866-766-966.,0
 5-8-1-2-7-6 to complete your application and,0
" finalize your enrollment as soon as possible. Again, that's 866.",0
 7-5-8-1-2-7-6. Please...,0
 have your reference number ready your reference number is SL.,0
 I look forward to hearing from you soon and I hope you're doing well.,0
 Hope you have a great day.,0
" Hi, this is Emma with the Processing Center. I was giving you a quick call.",0
" because I am reviewing your student loan profile. And as you know, there have been some",0
 big changes to the federal student loan programs recently. When you have a,0
 Give me a call back. I would like to discuss your possible options with you while the program is.,0
 are still available. It's urgent that you return my call prior to wind payment.,0
 resume. If you could please call me at 866-750-645.,0
 5-8-1-2-7-6 to complete your application and file.,0
" finalize your enrollment as soon as possible. Again, that's 866.",0
 7-5-8-1-2-7-6. Please have a seat.,0
 your reference number ready your reference number is SL.,0
 I look forward to hearing from you soon and I hope you...,0
 Have a great day.,0
" Hi, this is Emma with the Processing Center. I was giving you a quick call because",0
 I am reviewing your student loan profile and as you know there have been some pretty big,0
 changes to the federal student loan programs recently. When you have a moment,0
" me a call back, I would like to discuss your possible options with you while the program",0
 available. It's urgent that you return my call prior to when payments were,0
 If you could please call me at 866-758.,0
" 1, 2, 7, 6 to complete your application and finalize it.",0
" your enrollment as soon as possible. Again, that's 866.",0
 7-5-8-1-2-7-6. Please have your reference.,0
 your reference number is S L.,0
 I look forward to hearing from you soon and I hope you have a good day.,0
 Great day.,0
" Hi, this is Emma with the Processing Center. I was giving you a quick call.",0
 because I am reviewing your student loan profile and as you know there have been some,0
 pretty big changes to the federal student loan programs recently. When you have,0
 moment give me a call back. I would like to discuss your possible options with you while the,0
 programs are still available. It's urgent that you return my call prior to WinPay.,0
 if you could please call me at 8667. Nurse.,0
" 1, 2, 7, 6 to complete your application.",0
" and finalize your enrollment as soon as possible. Again, that's 866.",0
 7-5-8-1-2-7-6. Please...,0
 have your reference number ready. Your reference number is SL.,0
" 3, 6, 7. I look forward to hearing from you soon and I hope you're doing well.",0
 hope you have a great day.,0
